popularity,budget,revenue,original_title,runtime,release_year
0.466921,14624286.06433502,39826896.07685228,Out of the Dark,92.0,1970-01-01 00:00:00.000002014
0.466373,14624286.06433502,39826896.07685228,Kick,146.0,1970-01-01 00:00:00.000002014
0.466284,14624286.06433502,39826896.07685228,Cloud 9,90.0,1970-01-01 00:00:00.000002014
0.465438,14624286.06433502,39826896.07685228,Premature,93.0,1970-01-01 00:00:00.000002014
0.461037,14624286.06433502,39826896.07685228,The Good Lie,110.0,1970-01-01 00:00:00.000002014
0.46087,14624286.06433502,39826896.07685228,Bad Country,95.0,1970-01-01 00:00:00.000002014
0.460188,3150000.0,39826896.07685228,GirlHouse,100.0,1970-01-01 00:00:00.000002014
0.457089,14624286.06433502,39826896.07685228,The Mule,103.0,1970-01-01 00:00:00.000002014
0.453382,14624286.06433502,7171.0,ABCs of Death 2,125.0,1970-01-01 00:00:00.000002014
0.452644,14624286.06433502,39826896.07685228,Sharknado 2: The Second One,86.0,1970-01-01 00:00:00.000002014
0.451125,14624286.06433502,2262223.0,Love Is Strange,98.0,1970-01-01 00:00:00.000002014
0.449196,14624286.06433502,39826896.07685228,Walking on Sunshine,97.0,1970-01-01 00:00:00.000002014
0.447229,14624286.06433502,149337.0,Jinn,97.0,1970-01-01 00:00:00.000002014
0.446458,5500000.0,5000000.0,Miss Julie,120.0,1970-01-01 00:00:00.000002014
0.445011,14624286.06433502,39826896.07685228,Flying Home,96.0,1970-01-01 00:00:00.000002014
0.444337,2700000.0,39826896.07685228,Redirected,99.0,1970-01-01 00:00:00.000002014
0.43549,14624286.06433502,39826896.07685228,Behaving Badly,92.0,1970-01-01 00:00:00.000002014
0.430844,1200000.0,39826896.07685228,Wrong Turn 6: Last Resort,91.0,1970-01-01 00:00:00.000002014
0.430708,14624286.06433502,39826896.07685228,Welcome to Me,105.0,1970-01-01 00:00:00.000002014
0.430488,14624286.06433502,39826896.07685228,Alien Outpost,93.0,1970-01-01 00:00:00.000002014
0.428819,14624286.06433502,39826896.07685228,Just Before I Go,95.0,1970-01-01 00:00:00.000002014
0.427602,14624286.06433502,39826896.07685228,The Disappearance of Eleanor Rigby: Her,100.0,1970-01-01 00:00:00.000002014
0.421838,14624286.06433502,39826896.07685228,October Gale,91.0,1970-01-01 00:00:00.000002014
0.416516,14624286.06433502,39826896.07685228,Get Santa,102.0,1970-01-01 00:00:00.000002014
0.413991,14624286.06433502,39826896.07685228,Freezer,88.0,1970-01-01 00:00:00.000002014
0.413295,14624286.06433502,39826896.07685228,Mercenaries,90.0,1970-01-01 00:00:00.000002014
0.411465,8000000.0,39826896.07685228,Reasonable Doubt,91.0,1970-01-01 00:00:00.000002014
0.409047,14624286.06433502,39826896.07685228,The Face of an Angel,100.0,1970-01-01 00:00:00.000002014
0.408464,14624286.06433502,16337881.0,The Single Moms Club,111.0,1970-01-01 00:00:00.000002014
0.407983,6000000.0,32251.0,Song One,86.0,1970-01-01 00:00:00.000002014
0.40674,14624286.06433502,39826896.07685228,Rampage: Capital Punishment,93.0,1970-01-01 00:00:00.000002014
0.403579,1000000.0,395000.0,A Girl Walks Home Alone at Night,99.0,1970-01-01 00:00:00.000002014
0.269741,14624286.06433502,8251.0,Before I Disappear,100.0,1970-01-01 00:00:00.000002014
0.401153,318000.0,121179.0,Afflicted,85.0,1970-01-01 00:00:00.000002014
0.400689,30000000.0,39826896.07685228,The Swan Princess: A Royal Family Tale,79.0,1970-01-01 00:00:00.000002014
0.399827,14624286.06433502,39826896.07685228,Addicted,105.0,1970-01-01 00:00:00.000002014
0.398601,7000000.0,14618727.0,Beyond the Lights,116.0,1970-01-01 00:00:00.000002014
0.398291,14624286.06433502,39826896.07685228,About Alex,96.0,1970-01-01 00:00:00.000002014
0.397644,14624286.06433502,39826896.07685228,A Royal Christmas,90.0,1970-01-01 00:00:00.000002014
0.669806999999999,14624286.06433502,7176347.0,A Long Way Down,96.0,1970-01-01 00:00:00.000002014
0.39199,14624286.06433502,39826896.07685228,Lost After Dark,85.0,1970-01-01 00:00:00.000002014
0.390044,14624286.06433502,39826896.07685228,Pas son genre,111.0,1970-01-01 00:00:00.000002014
0.444439,14624286.06433502,39826896.07685228,The Pact II,96.0,1970-01-01 00:00:00.000002014
0.386307,5000000.0,10429707.0,Moms' Night Out,98.0,1970-01-01 00:00:00.000002014
0.382465,14624286.06433502,39826896.07685228,Son of Batman,74.0,1970-01-01 00:00:00.000002014
0.382434,13000000.0,45300000.0,Earth to Echo,89.0,1970-01-01 00:00:00.000002014
0.380607,14624286.06433502,126150.0,Boulevard,88.0,1970-01-01 00:00:00.000002014
0.380414,14624286.06433502,39826896.07685228,Falcon Rising,103.0,1970-01-01 00:00:00.000002014
0.336024,14624286.06433502,39826896.07685228,The Damned,87.0,1970-01-01 00:00:00.000002014
0.379113,14624286.06433502,39826896.07685228,Sleeping Beauty,89.0,1970-01-01 00:00:00.000002014
0.378725,14624286.06433502,39826896.07685228,God Help the Girl,111.0,1970-01-01 00:00:00.000002014
0.375458,3500000.0,39826896.07685228,Wicked Blood,92.0,1970-01-01 00:00:00.000002014
0.389417,14624286.06433502,39826896.07685228,Avalanche Sharks,82.0,1970-01-01 00:00:00.000002014
0.510296,14624286.06433502,39826896.07685228,Young Ones,100.0,1970-01-01 00:00:00.000002014
0.366176,2500000.0,39826896.07685228,Catch Hell,98.0,1970-01-01 00:00:00.000002014
0.363927,14624286.06433502,39826896.07685228,Big Driver,87.0,1970-01-01 00:00:00.000002014
0.363776,14624286.06433502,39826896.07685228,Jamesy Boy,109.0,1970-01-01 00:00:00.000002014
0.360727,14624286.06433502,3123963.0,Obvious Child,83.0,1970-01-01 00:00:00.000002014
0.360228,14624286.06433502,39826896.07685228,My Little Pony: Equestria Girls - Rainbow Rocks,75.0,1970-01-01 00:00:00.000002014
0.359568,25000000.0,39826896.07685228,Red Sky,100.0,1970-01-01 00:00:00.000002014
0.358186,14624286.06433502,39826896.07685228,Stage Fright,89.0,1970-01-01 00:00:00.000002014
0.35561,14624286.06433502,39826896.07685228,Sword of Vengeance,86.0,1970-01-01 00:00:00.000002014
0.354648,14624286.06433502,39826896.07685228,The Coed and the Zombie Stoner,91.0,1970-01-01 00:00:00.000002014
0.352393,14624286.06433502,39826896.07685228,Reclaim,96.0,1970-01-01 00:00:00.000002014
0.351449,14624286.06433502,39826896.07685228,Best Night Ever,90.0,1970-01-01 00:00:00.000002014
0.350612,25000000.0,39171130.0,The Gambler,111.0,1970-01-01 00:00:00.000002014
0.350213,14624286.06433502,39826896.07685228,Tapped Out,105.0,1970-01-01 00:00:00.000002014
0.347108,14624286.06433502,39826896.07685228,Halo: Nightfall,94.0,1970-01-01 00:00:00.000002014
0.346944,14624286.06433502,39826896.07685228,By the Gun,105.0,1970-01-01 00:00:00.000002014
0.346216,2000000.0,39826896.07685228,The Humbling,112.0,1970-01-01 00:00:00.000002014
0.34388,10.0,39826896.07685228,Plastic,102.0,1970-01-01 00:00:00.000002014
0.343814,14624286.06433502,39826896.07685228,Road to Paloma,91.0,1970-01-01 00:00:00.000002014
0.34162,12700000.0,3430018.0,The Grand Seduction,112.0,1970-01-01 00:00:00.000002014
0.340735,14624286.06433502,39826896.07685228,"Electric Boogaloo: The Wild, Untold Story of Cannon Films",107.0,1970-01-01 00:00:00.000002014
0.340308,4000000.0,2365467.0,Joe,118.0,1970-01-01 00:00:00.000002014
0.340101,5000000.0,39826896.07685228,Let's Kill Ward's Wife,81.0,1970-01-01 00:00:00.000002014
0.339749,14624286.06433502,39826896.07685228,Extraterrestrial,101.0,1970-01-01 00:00:00.000002014
0.338489,14624286.06433502,39826896.07685228,Haunt,86.0,1970-01-01 00:00:00.000002014
0.369555,14624286.06433502,39826896.07685228,Olive Kitteridge,233.0,1970-01-01 00:00:00.000002014
0.539597999999999,14624286.06433502,39826896.07685228,Starry Eyes,98.0,1970-01-01 00:00:00.000002014
0.333035,14624286.06433502,39826896.07685228,Cantinflas,106.0,1970-01-01 00:00:00.000002014
0.33291,14624286.06433502,39826896.07685228,Manny,106.0,1970-01-01 00:00:00.000002014
0.332041,14624286.06433502,39826896.07685228,7500,97.0,1970-01-01 00:00:00.000002014
0.331919,1500000.0,39826896.07685228,Free Fall,90.0,1970-01-01 00:00:00.000002014
0.330645,14624286.06433502,39826896.07685228,5 to 7,98.0,1970-01-01 00:00:00.000002014
0.330541,325927.0,39826896.07685228,Angry Video Game Nerd: The Movie,115.0,1970-01-01 00:00:00.000002014
0.330431,14624286.06433502,39826896.07685228,Star Wars Rebels: Spark of Rebellion,44.0,1970-01-01 00:00:00.000002014
0.276845,14624286.06433502,39826896.07685228,These Final Hours,87.0,1970-01-01 00:00:00.000002014
0.460808,14624286.06433502,13769.0,The Pretty One,90.0,1970-01-01 00:00:00.000002014
0.324403,14624286.06433502,39826896.07685228,Debug,86.0,1970-01-01 00:00:00.000002014
0.303538,14624286.06433502,39826896.07685228,Flowers in the Attic,90.0,1970-01-01 00:00:00.000002014
0.323009,14624286.06433502,39826896.07685228,Outlaw Prophet: Warren Jeffs,120.0,1970-01-01 00:00:00.000002014
0.362439,14624286.06433502,1009620.0,The Song,116.0,1970-01-01 00:00:00.000002014
0.318941,500000.0,15000000.0,Parts Per Billion,139.0,1970-01-01 00:00:00.000002014
0.318608,14624286.06433502,39826896.07685228,The Last Five Years,94.0,1970-01-01 00:00:00.000002014
0.317225,5000000.0,75143.0,Better Living Through Chemistry,91.0,1970-01-01 00:00:00.000002014
0.404018,14624286.06433502,39826896.07685228,Cabin Fever: Patient Zero,91.0,1970-01-01 00:00:00.000002014
0.316313,14624286.06433502,39826896.07685228,Bad Turn Worse,91.0,1970-01-01 00:00:00.000002014
0.315839,14624286.06433502,39826896.07685228,The Disappearance of Eleanor Rigby: Him,89.0,1970-01-01 00:00:00.000002014
0.689942,14624286.06433502,39826896.07685228,Cooties,88.0,1970-01-01 00:00:00.000002014
0.309771,14624286.06433502,39826896.07685228,Hangar 10,87.0,1970-01-01 00:00:00.000002014
0.309634,14624286.06433502,39826896.07685228,Leprechaun: Origins,90.0,1970-01-01 00:00:00.000002014
0.309101,14624286.06433502,39826896.07685228,Someone Marry Barry,86.0,1970-01-01 00:00:00.000002014
0.512023,14624286.06433502,39826896.07685228,Viking: The Berserkers,89.0,1970-01-01 00:00:00.000002014
0.308899,14624286.06433502,39826896.07685228,Kid Cannabis,110.0,1970-01-01 00:00:00.000002014
0.43435,14624286.06433502,39826896.07685228,Swelter,96.0,1970-01-01 00:00:00.000002014
0.306919,10000000.0,39826896.07685228,Elsa & Fred,104.0,1970-01-01 00:00:00.000002014
0.306026,14624286.06433502,4453524.0,The Rewrite,107.0,1970-01-01 00:00:00.000002014
0.304992,14624286.06433502,39826896.07685228,John Doe: Vigilante,93.0,1970-01-01 00:00:00.000002014
0.12871,14624286.06433502,39826896.07685228,Ride,93.0,1970-01-01 00:00:00.000002014
0.302498,14624286.06433502,39826896.07685228,The Dark Horse,124.0,1970-01-01 00:00:00.000002014
0.301497,14624286.06433502,39826896.07685228,Wyrmwood: Road Of The Dead,98.0,1970-01-01 00:00:00.000002014
0.300442,17000000.0,29789000.0,God's Not Dead,113.0,1970-01-01 00:00:00.000002014
0.299103,14624286.06433502,39826896.07685228,Against the Sun,100.0,1970-01-01 00:00:00.000002014
0.298899,14624286.06433502,39826896.07685228,That Sugar Film,97.0,1970-01-01 00:00:00.000002014
0.296822,14624286.06433502,39826896.07685228,Date and Switch,91.0,1970-01-01 00:00:00.000002014
0.29562,14624286.06433502,39826896.07685228,Don't Blink,92.0,1970-01-01 00:00:00.000002014
0.29364,14624286.06433502,39826896.07685228,The Lookalike,100.0,1970-01-01 00:00:00.000002014
0.293107,14624286.06433502,39826896.07685228,"Marvel: 75 Years, From Pulp to Pop!",41.0,1970-01-01 00:00:00.000002014
0.292497,14624286.06433502,39826896.07685228,Sniper: Legacy,94.0,1970-01-01 00:00:00.000002014
0.292107,14624286.06433502,39826896.07685228,Horsehead,89.0,1970-01-01 00:00:00.000002014
0.291253,14624286.06433502,39826896.07685228,Marvel Studios: Assembling a Universe,43.0,1970-01-01 00:00:00.000002014
0.290104,14624286.06433502,2756.0,V/H/S: Viral,81.0,1970-01-01 00:00:00.000002014
0.290033,14624286.06433502,39826896.07685228,Comet,91.0,1970-01-01 00:00:00.000002014
0.289951,14624286.06433502,39826896.07685228,The One I Love,91.0,1970-01-01 00:00:00.000002014
0.289238,14624286.06433502,39826896.07685228,Grace,87.0,1970-01-01 00:00:00.000002014
0.289102,14624286.06433502,39826896.07685228,The Canal,92.0,1970-01-01 00:00:00.000002014
0.288414,14624286.06433502,39826896.07685228,Mall,88.0,1970-01-01 00:00:00.000002014
0.288035,14624286.06433502,39826896.07685228,Blood Punch,104.0,1970-01-01 00:00:00.000002014
0.286381,14624286.06433502,39826896.07685228,The Normal Heart,133.0,1970-01-01 00:00:00.000002014
0.285328,14624286.06433502,39826896.07685228,Faults,93.0,1970-01-01 00:00:00.000002014
0.283225,7000000.0,36433975.0,Devil's Due,89.0,1970-01-01 00:00:00.000002014
0.280438,14624286.06433502,39826896.07685228,Colt 45,85.0,1970-01-01 00:00:00.000002014
0.280105,14624286.06433502,39826896.07685228,Every Secret Thing,93.0,1970-01-01 00:00:00.000002014
0.38421,14624286.06433502,39826896.07685228,The Keeping Room,95.0,1970-01-01 00:00:00.000002014
0.279115,14624286.06433502,39826896.07685228,Dinosaur Island,90.0,1970-01-01 00:00:00.000002014
0.278064,14624286.06433502,39826896.07685228,Lap Dance,100.0,1970-01-01 00:00:00.000002014
0.277049,14624286.06433502,39826896.07685228,Let Us Prey,88.0,1970-01-01 00:00:00.000002014
0.275803,14624286.06433502,39826896.07685228,Lovesick,100.0,1970-01-01 00:00:00.000002014
0.272995,14624286.06433502,39826896.07685228,Zapped,102.0,1970-01-01 00:00:00.000002014
0.271697,5000000.0,39826896.07685228,Revenge of the Green Dragons,94.0,1970-01-01 00:00:00.000002014
0.270806,14624286.06433502,39826896.07685228,My Mistress,104.0,1970-01-01 00:00:00.000002014
0.269528,14624286.06433502,39826896.07685228,Kajaki,108.0,1970-01-01 00:00:00.000002014
0.269468,14624286.06433502,39826896.07685228,Unlocking Sherlock,60.0,1970-01-01 00:00:00.000002014
0.269274,14624286.06433502,39826896.07685228,Expelled,85.0,1970-01-01 00:00:00.000002014
0.269033,14624286.06433502,39826896.07685228,Authors Anonymous,92.0,1970-01-01 00:00:00.000002014
0.205077,1000000.0,39826896.07685228,Dear White People,108.0,1970-01-01 00:00:00.000002014
0.267446,14624286.06433502,39826896.07685228,Land Ho!,96.0,1970-01-01 00:00:00.000002014
0.264523,14624286.06433502,39826896.07685228,Felony,105.0,1970-01-01 00:00:00.000002014
0.264059,14624286.06433502,39826896.07685228,Appleseed Alpha,90.0,1970-01-01 00:00:00.000002014
0.261284,14624286.06433502,39826896.07685228,Savaged,91.0,1970-01-01 00:00:00.000002014
0.259735,14624286.06433502,39826896.07685228,Effie Gray,108.0,1970-01-01 00:00:00.000002014
0.258304,14624286.06433502,39826896.07685228,Joy Ride 3,96.0,1970-01-01 00:00:00.000002014
0.258209,14624286.06433502,39826896.07685228,Android Cop,88.0,1970-01-01 00:00:00.000002014
0.256655,14624286.06433502,39826896.07685228,Scooby-Doo! WrestleMania Mystery,84.0,1970-01-01 00:00:00.000002014
0.255838,3000000.0,39826896.07685228,Charlie's Farm,93.0,1970-01-01 00:00:00.000002014
0.252762,14624286.06433502,39826896.07685228,Video Games: The Movie,101.0,1970-01-01 00:00:00.000002014
0.24687,14624286.06433502,39826896.07685228,Exists,86.0,1970-01-01 00:00:00.000002014
0.751476,5000000.0,4013786.0,My Old Lady,107.0,1970-01-01 00:00:00.000002014
0.431184,14624286.06433502,7205.0,I Am Ali,111.0,1970-01-01 00:00:00.000002014
0.374265,14624286.06433502,39826896.07685228,One Square Mile,96.0,1970-01-01 00:00:00.000002014
0.634232,14624286.06433502,39826896.07685228,Age of Tomorrow,90.0,1970-01-01 00:00:00.000002014
0.240398,5000000.0,39826896.07685228,Rudderless,105.0,1970-01-01 00:00:00.000002014
0.239934,14624286.06433502,39826896.07685228,Copenhagen,98.0,1970-01-01 00:00:00.000002014
0.239862,14624286.06433502,39826896.07685228,Bang Bang,153.0,1970-01-01 00:00:00.000002014
0.237126,14624286.06433502,39826896.07685228,TEKKEN: A Man Called X,90.0,1970-01-01 00:00:00.000002014
0.342044,14624286.06433502,39826896.07685228,Houdini,210.0,1970-01-01 00:00:00.000002014
0.23282,14624286.06433502,39826896.07685228,7 Minutes,92.0,1970-01-01 00:00:00.000002014
0.232365,14624286.06433502,39826896.07685228,De toutes nos forces,94.0,1970-01-01 00:00:00.000002014
0.232241,14624286.06433502,39826896.07685228,Life Itself,120.0,1970-01-01 00:00:00.000002014
0.231578,14624286.06433502,8265.0,Life Partners,95.0,1970-01-01 00:00:00.000002014
0.230637,14624286.06433502,39826896.07685228,Mercy,79.0,1970-01-01 00:00:00.000002014
0.229926,14624286.06433502,39826896.07685228,Late Phases,95.0,1970-01-01 00:00:00.000002014
0.228495,14624286.06433502,39826896.07685228,10.000 KM,99.0,1970-01-01 00:00:00.000002014
0.227613,14624286.06433502,39826896.07685228,Mockingbird,81.0,1970-01-01 00:00:00.000002014
0.321453,7000000.0,39826896.07685228,A Good Man,100.0,1970-01-01 00:00:00.000002014
0.226863,14624286.06433502,39826896.07685228,Fort Bliss,116.0,1970-01-01 00:00:00.000002014
0.226028,14624286.06433502,1503616.0,Finding Vivian Maier,83.0,1970-01-01 00:00:00.000002014
0.129935,14624286.06433502,1156000.0,Where Hope Grows,95.0,1970-01-01 00:00:00.000002014
0.433273,14624286.06433502,39826896.07685228,The Well,95.0,1970-01-01 00:00:00.000002014
0.223067,14624286.06433502,39826896.07685228,Dinosaur 13,95.0,1970-01-01 00:00:00.000002014
0.345226,14624286.06433502,28208.0,"Like Sunday, Like Rain",104.0,1970-01-01 00:00:00.000002014
0.221957,10000000.0,39826896.07685228,Cesar Chavez,102.0,1970-01-01 00:00:00.000002014
0.221564,14624286.06433502,39826896.07685228,Little Accidents,105.0,1970-01-01 00:00:00.000002014
0.253943,14624286.06433502,39826896.07685228,Supermensch: The Legend of Shep Gordon,85.0,1970-01-01 00:00:00.000002014
0.220064,14624286.06433502,39826896.07685228,The Internet's Own Boy: The Story of Aaron Swartz,105.0,1970-01-01 00:00:00.000002014
0.219862,14624286.06433502,39826896.07685228,Almost Home,4.0,1970-01-01 00:00:00.000002014
0.219679,14624286.06433502,39826896.07685228,Harmontown,95.0,1970-01-01 00:00:00.000002014
0.217873,6000000.0,39826896.07685228,El Inventor de Juegos,112.0,1970-01-01 00:00:00.000002014
0.217415,14624286.06433502,39826896.07685228,Petals on the Wind,85.0,1970-01-01 00:00:00.000002014
0.21533,14624286.06433502,39826896.07685228,Iron Man & Captain America: Heroes United,71.0,1970-01-01 00:00:00.000002014
0.212841,14624286.06433502,39826896.07685228,Preservation,90.0,1970-01-01 00:00:00.000002014
0.212083,14624286.06433502,39826896.07685228,My Man is a Loser,95.0,1970-01-01 00:00:00.000002014
0.211791,14624286.06433502,39826896.07685228,Virunga,90.0,1970-01-01 00:00:00.000002014
0.210808,14624286.06433502,39826896.07685228,Interstellar: Nolan's Odyssey,23.0,1970-01-01 00:00:00.000002014
0.209046,14624286.06433502,39826896.07685228,American Muscle,77.0,1970-01-01 00:00:00.000002014
0.171104,14624286.06433502,39826896.07685228,Deep in the Darkness,100.0,1970-01-01 00:00:00.000002014
0.208431,14624286.06433502,39826896.07685228,Jacky au royaume des filles,90.0,1970-01-01 00:00:00.000002014
0.492782,14624286.06433502,39826896.07685228,Alien Abduction,85.0,1970-01-01 00:00:00.000002014
0.205343,14624286.06433502,39826896.07685228,ì‹ ì˜ í•œ ìˆ˜,118.0,1970-01-01 00:00:00.000002014
0.203043,14624286.06433502,39826896.07685228,The Frame,127.0,1970-01-01 00:00:00.000002014
0.202776,14624286.06433502,39826896.07685228,Batman: Strange Days,3.0,1970-01-01 00:00:00.000002014
0.202449,14624286.06433502,39826896.07685228,Boys of Abu Ghraib,103.0,1970-01-01 00:00:00.000002014
0.20162,14624286.06433502,39826896.07685228,Born to Race: Fast Track,94.0,1970-01-01 00:00:00.000002014
0.201445,14624286.06433502,39826896.07685228,The Falling,102.0,1970-01-01 00:00:00.000002014
0.222714,14624286.06433502,39826896.07685228,Poker Night,104.0,1970-01-01 00:00:00.000002014
0.199012,14624286.06433502,39826896.07685228,I Am Santa Claus,89.0,1970-01-01 00:00:00.000002014
0.198531,14624286.06433502,39826896.07685228,Postman Pat: The Movie,88.0,1970-01-01 00:00:00.000002014
0.197336,14624286.06433502,39826896.07685228,Creep,82.0,1970-01-01 00:00:00.000002014
0.376205,12000000.0,39826896.07685228,The Identical,107.0,1970-01-01 00:00:00.000002014
0.56672,2000000.0,39826896.07685228,Miss Meadows,88.0,1970-01-01 00:00:00.000002014
0.196408,14624286.06433502,39826896.07685228,Supremacy,97.0,1970-01-01 00:00:00.000002014
0.195167,14624286.06433502,153516.0,The Look of Silence,103.0,1970-01-01 00:00:00.000002014
0.194413,4000000.0,39826896.07685228,The Outsider,94.0,1970-01-01 00:00:00.000002014
0.194283,14624286.06433502,39826896.07685228,Iris,83.0,1970-01-01 00:00:00.000002014
0.193689,14624286.06433502,39826896.07685228,Squatters,102.0,1970-01-01 00:00:00.000002014
0.161001,156660.0,39826896.07685228,The Redwood Massacre,82.0,1970-01-01 00:00:00.000002014
0.370212,14624286.06433502,39826896.07685228,Bird People,128.0,1970-01-01 00:00:00.000002014
0.310285,14624286.06433502,39826896.07685228,Ribbit,88.0,1970-01-01 00:00:00.000002014
0.191091,14624286.06433502,39826896.07685228,How to Build a Better Boy,90.0,1970-01-01 00:00:00.000002014
0.19104,8000000.0,53086.0,Aloft,112.0,1970-01-01 00:00:00.000002014
0.189201,14624286.06433502,39826896.07685228,Jarhead 2: Field of Fire,103.0,1970-01-01 00:00:00.000002014
0.188264,14624286.06433502,39826896.07685228,Survivor,93.0,1970-01-01 00:00:00.000002014
0.083295,14624286.06433502,39826896.07685228,Seal Team Eight: Behind Enemy Lines,98.0,1970-01-01 00:00:00.000002014
0.186933,950000.0,39826896.07685228,Ask Me Anything,100.0,1970-01-01 00:00:00.000002014
0.131462,14624286.06433502,39826896.07685228,Suburban Gothic,90.0,1970-01-01 00:00:00.000002014
0.186159,14624286.06433502,39826896.07685228,Welcome to New York,125.0,1970-01-01 00:00:00.000002014
0.18545,14624286.06433502,39826896.07685228,An Honest Liar,90.0,1970-01-01 00:00:00.000002014
0.184506,6000000.0,39826896.07685228,Heavenly Sword,85.0,1970-01-01 00:00:00.000002014
0.184395,14624286.06433502,39826896.07685228,JLA Adventures: Trapped in Time,52.0,1970-01-01 00:00:00.000002014
0.183417,18.0,39826896.07685228,Enchanted Kingdom,87.0,1970-01-01 00:00:00.000002014
0.182975,6900000.0,39826896.07685228,Kristy,86.0,1970-01-01 00:00:00.000002014
0.182618,14624286.06433502,39826896.07685228,I Am Soldier,84.0,1970-01-01 00:00:00.000002014
0.181227,14624286.06433502,39826896.07685228,Desert Dancer,98.0,1970-01-01 00:00:00.000002014
0.18041,14624286.06433502,39826896.07685228,See No Evil 2,90.0,1970-01-01 00:00:00.000002014
0.180139,14624286.06433502,39826896.07685228,Queen and Country,114.0,1970-01-01 00:00:00.000002014
0.180131,14624286.06433502,39826896.07685228,Goodbye to All That,87.0,1970-01-01 00:00:00.000002014
0.179072,14624286.06433502,39826896.07685228,Northern Soul,102.0,1970-01-01 00:00:00.000002014
0.178898,14624286.06433502,39826896.07685228,Doctor Who: Last Christmas,57.0,1970-01-01 00:00:00.000002014
0.177674,14624286.06433502,39826896.07685228,Lilting,91.0,1970-01-01 00:00:00.000002014
0.177102,1.0,39826896.07685228,Fear Clinic,95.0,1970-01-01 00:00:00.000002014
0.226614,14624286.06433502,39826896.07685228,School Dance,85.0,1970-01-01 00:00:00.000002014
0.175793,14624286.06433502,39826896.07685228,Valley Uprising,99.0,1970-01-01 00:00:00.000002014
0.175615,14624286.06433502,39826896.07685228,9 Kisses,9.0,1970-01-01 00:00:00.000002014
0.281505,14624286.06433502,39826896.07685228,In My Dreams,94.0,1970-01-01 00:00:00.000002014
0.240776,14624286.06433502,2710.0,Julia,95.0,1970-01-01 00:00:00.000002014
0.23759,14624286.06433502,39826896.07685228,Perfect Sisters,100.0,1970-01-01 00:00:00.000002014
0.169396,14624286.06433502,39826896.07685228,Ironclad 2: Battle for Blood,108.0,1970-01-01 00:00:00.000002014
0.168968,14624286.06433502,39826896.07685228,Jackass Presents: Bad Grandpa .5,76.0,1970-01-01 00:00:00.000002014
0.167827,14624286.06433502,39826896.07685228,Dark Was the Night,97.0,1970-01-01 00:00:00.000002014
0.167083999999999,14624286.06433502,39826896.07685228,Asthma,90.0,1970-01-01 00:00:00.000002014
0.288731,14624286.06433502,39826896.07685228,Saint Laurent,150.0,1970-01-01 00:00:00.000002014
0.166098,14624286.06433502,39826896.07685228,Street Fighter: Assassin's Fist,152.0,1970-01-01 00:00:00.000002014
0.165741,14624286.06433502,39826896.07685228,Jamie Marks Is Dead,100.0,1970-01-01 00:00:00.000002014
0.16369,14624286.06433502,39826896.07685228,The Device,90.0,1970-01-01 00:00:00.000002014
0.163674,14624286.06433502,39826896.07685228,WolfCop,79.0,1970-01-01 00:00:00.000002014
0.163367,14624286.06433502,39826896.07685228,At the Devil's Door,91.0,1970-01-01 00:00:00.000002014
0.163139,14624286.06433502,39826896.07685228,Roger Waters: The Wall,133.0,1970-01-01 00:00:00.000002014
0.161591,14624286.06433502,39826896.07685228,Kelly & Cal,107.0,1970-01-01 00:00:00.000002014
0.235468,14624286.06433502,39826896.07685228,Cat Run 2,97.0,1970-01-01 00:00:00.000002014
0.16084,14624286.06433502,1169603.0,The Remaining,88.0,1970-01-01 00:00:00.000002014
0.110411,14624286.06433502,39826896.07685228,Apocalypse Pompeii,88.0,1970-01-01 00:00:00.000002014
0.159036999999999,14624286.06433502,39826896.07685228,The Search for General Tso,71.0,1970-01-01 00:00:00.000002014
0.158245,14624286.06433502,39826896.07685228,Take Care,94.0,1970-01-01 00:00:00.000002014
0.156677,14624286.06433502,39826896.07685228,Low Down,119.0,1970-01-01 00:00:00.000002014
0.155114,14624286.06433502,39826896.07685228,The Prophet,85.0,1970-01-01 00:00:00.000002014
0.153047,14624286.06433502,39826896.07685228,JohnnyExpress,5.0,1970-01-01 00:00:00.000002014
0.151929,14624286.06433502,39826896.07685228,Sharktopus vs Pteracuda,88.0,1970-01-01 00:00:00.000002014
0.151591,5900000.0,23000000.0,Mrs. Brown's Boys D'Movie,94.0,1970-01-01 00:00:00.000002014
0.148877,14624286.06433502,39826896.07685228,Listen Up Philip,108.0,1970-01-01 00:00:00.000002014
0.173667,14624286.06433502,39826896.07685228,Iverson,97.0,1970-01-01 00:00:00.000002014
0.145525,14624286.06433502,39826896.07685228,The Road Within,100.0,1970-01-01 00:00:00.000002014
0.028695,14624286.06433502,39826896.07685228,Ascension,282.0,1970-01-01 00:00:00.000002014
0.087132,14624286.06433502,39826896.07685228,Dans la cour,97.0,1970-01-01 00:00:00.000002014
0.142619,14624286.06433502,39826896.07685228,Crawl or Die,86.0,1970-01-01 00:00:00.000002014
0.140882999999999,14624286.06433502,39826896.07685228,Red Army,76.0,1970-01-01 00:00:00.000002014
0.140245,14624286.06433502,39826896.07685228,Whitey: United States of America v. James J. Bulger,107.0,1970-01-01 00:00:00.000002014
0.093198,500000.0,39826896.07685228,The Living,89.0,1970-01-01 00:00:00.000002014
0.138246,14624286.06433502,39826896.07685228,Rosewater,103.0,1970-01-01 00:00:00.000002014
